county,position,name,address,phone,fax,alt_address,alt_phone,alt_fax,mobile,email,source,verified
Hancock,Chancery Clerk,Timothy A. (Tim) Kellar,"152 Main St., Ste. A, Bay St. Louis 39520.. (228) 467-5404",f(228) 467-3159,(228) 467-3159,,,,,,2016-2020 Blue Book,
Harrison,Chancery Clerk,John McAdams," P.O. Drawer CC, Gulfport 39502",(228) 865-4164,(228) 214-1583," P.O. Box 544, Biloxi 39533",(228) 435-8220,(228) 435-8292,,,2016-2020 Blue Book,
Hinds,Chancery Clerk,Eddie Jean Carr,"P.O. Box 686, Jackson 39205",(601) 968-6537,(601) 973-5535,"P.O. Box 88, Raymond 39154",(601) 857-8055,(601) 857-4953,,,2016-2020 Blue Book,
Holmes,Chancery Clerk,Henry Luckett,"P.O. Box 1211, Lexington 39095",(662) 834-2508,(662) 834-1872,,,,,,2016-2020 Blue Book,
Humphreys,Chancery Clerk,Lawrence D. Browder," P.O. Box 547, Belzoni 39038",(662) 247-1740,(662) 247-0101,,,,,,2016-2020 Blue Book,
Issaquena,Chancery Clerk,Ronda Delaney,"P.O. Box 27, Mayersville 39113",(622) 873-2761,(662) 873-2061,,,,,,2016-2020 Blue Book,
Itawamba,Chancery Clerk,Michelle Clouse," P.O. Box 776, Fulton 38843",(662) 862-3421,(662) 862-3421,,,,,,2016-2020 Blue Book,
Jackson,Chancery Clerk,Josh Eldridge,"P.O. Box 998, Pascagoula 39568-0998.. (228) 769-3131",f(228) 769-3414,(228) 769-3414,,,,,,2016-2020 Blue Book,
Jasper,Chancery Clerk,Barbara D. Ravenhorst,"P.O. Box 38, Paulding 39348",(601) 727-4940,(601) 727-4475,"P.O. Box 1047, Bay Springs 39422",(601) 764-3368,(601) 764-3999,,,2016-2020 Blue Book,
Jefferson,Chancery Clerk,Delorise Frye,"P.O. Box 145, Fayette 39069",(601) 786-3021,(601) 786-6009,,,,,,2016-2020 Blue Book,
Jefferson davis,Chancery Clerk,Charlene H. Fairley,"P.O. Box 1137, Prentiss 39474",(601) 792-4204,(601) 792-2894,,,,,,2016-2020 Blue Book,
Jones,Chancery Clerk,Wendell Bart Gavin," P.O. Box 248, Ellisville 39437",(601) 477-3307,(601) 477-1240," P.O. Box 1468, Laurel 39441",(601) 428-0527,(601) 428-3610,,,2016-2020 Blue Book,
Kemper,Chancery Clerk,Sherline (Dee) Watkins," P.O. Box 188, DeKalb 39328",(601) 743-2460,(601) 743-2789,,,,,,2016-2020 Blue Book,
Lafayette,Chancery Clerk,Sherry J. Wall,"P.O. Box 1240, Oxford 38655",(662) 234-2131,(662) 234-5038,,,,,,2016-2020 Blue Book,
Lamar,Chancery Clerk,Wayne Smith," P.O. Box 247, Purvis 39475",(601) 794-8504,(601) 794-3903,,,,,,2016-2020 Blue Book,
Lauderdale,Chancery Clerk,Carolyn Mooney,"P.O. Box 1587, Meridian 39302-1587",(601) 482-9701,(601) 486-4943,,,,,,2016-2020 Blue Book,
Lawrence,Chancery Clerk,Kevin Rayborn," P.O. Box 821, Monticello 39654",(601) 587-7162,(601) 587-0750,,,,,,2016-2020 Blue Book,
Leake,Chancery Clerk,Dot Merchant," P.O. Box 72, Carthage 39051",(601) 267-7371,(601) 267-6137,,,,,,2016-2020 Blue Book,
Lee,Chancery Clerk,Bill Benson,"P.O. Box 7127, Tupelo 38802",(662) 432-2100,(662) 680-6091,,,,,,2016-2020 Blue Book,
Leflore,Chancery Clerk,Christine Lymon,"P.O. Box 250, Greenwood 38935",(662) 453-6203,(662) 455-7965,,,,,,2016-2020 Blue Book,
Lincoln,Chancery Clerk,Tillmon Bishop," P.O. Box 555, Brookhaven 39602",(601) 835-3411,(601) 835-3423,,,,,,2016-2020 Blue Book,
Lowndes,Chancery Clerk,Lisa Younger Neese," P.O. Box 684, Columbus 39703",(662) 329-5800,(662) 328-5895,,,,,,2016-2020 Blue Book,
Madison,Chancery Clerk,Ronny Lott,"P.O. Box 404, Canton 39046",(601) 855-1177,(601) 855-5759,,,,,,2016-2020 Blue Book,
Marion,Chancery Clerk,Cass Barnes," 250 Broad St., Ste. 2, Columbia 39429",(601) 736-2691,(601) 444-0206,,,,,,2016-2020 Blue Book,
Marshall,Chancery Clerk,Chuck Thomas,"P.O. Box 219, Holly Springs 38635",(662) 252-4431,(662) 551-3302,,,,,,2016-2020 Blue Book,
Monroe,Chancery Clerk,Ronnie Boozer,"P.O. Box 578, Aberdeen 39730",(662) 369-8143,(662) 369-7928,,,,,,2016-2020 Blue Book,
Montgomery,Chancery Clerk,Ryan Wood,"P.O. Box 71, Winona 38967",(662) 283-2333,(662) 283-2233,,,,,,2016-2020 Blue Book,
Neshoba,Chancery Clerk,Guy Nowell," 401 E. Beacon St., Ste. 107, Philadelphia 39350",(601) 656-3581,(601) 656-5915,,,,,,2016-2020 Blue Book,
Newton,Chancery Clerk,George T. Hayes," P.O. Box 68, Decatur 39327",(601) 635-2367,(601) 635-4531,,,,,,2016-2020 Blue Book,
Noxubee,Chancery Clerk,Mary Ruth Shelton," 2832 Jefferson, Macon 39341",(662) 726-4244,(662) 726-2272,,,,,,2016-2020 Blue Book,
Oktibbeha,Chancery Clerk,Sharon Livingston (Interim),"101 East Main St., Starkville 39759",(662) 323-5834,(662) 338-1064,,,,,,2016-2020 Blue Book,
Panola,Chancery Clerk,James R. Pitcock,"215 S. Pocahontas St., Sardis 38666",(662) 487-2070,(662) 487-3559,"151 Public Sq., Ste. B, Batesville 38606",(662) 563-6205,(662) 563-6277,,,2016-2020 Blue Book,
Pearl river,Chancery Clerk,Melinda Smith-Bowman,"P.O. Box 431, Poplarville 39470",(601) 403-2312,(601) 403-2317,,,,,,2016-2020 Blue Book,
Perry,Chancery Clerk,Vickie Walters,"P.O. Box 198, New Augusta 39642",(601) 964-8398,(601) 964-8746,,,,,,2016-2020 Blue Book,
Pike,Chancery Clerk,Becky Buie,"P.O. Box 309, Magnolia 39652",(601) 783-3362,(601) 783-5982,,,,,,2016-2020 Blue Book,
Pontotoc,Chancery Clerk,Ricky Ferguson,"P.O. Box 209, Pontotoc 38863",(662) 489-3900,(662) 489-3940,,,,,,2016-2020 Blue Book,
Prentiss,Chancery Clerk,David (Bubba) Pounds," P.O. Box 477, Booneville 38829",(662) 728-8151,(662) 728-2007,,,,,,2016-2020 Blue Book,
Quitman,Chancery Clerk,T.H. (Butch) Scipper," 220 Chestnut St., Ste. 2, Marks 38646",(662) 326-2661,(662) 326-8004,,,,,,2016-2020 Blue Book,
Rankin,Chancery Clerk,Larry W. Swales," P.O. Box 700, Brandon 39042",(601) 825-1649,(601) 824-7116,,,,,,2016-2020 Blue Book,
Scott,Chancery Clerk,Lee Anne Livingston Palmer,"P.O. Box 630, Forest 39074",(601) 469-1922,(601) 469-5180,,,,,,2016-2020 Blue Book,
Sharkey,Chancery Clerk,Murindia Williams," P.O. Box 218, Rolling Fork 39159",(662) 873-2755,(662) 873-6045,,,,,,2016-2020 Blue Book,
Simpson,Chancery Clerk,Tommy Joe Harvey," P.O. Box 367, Mendenhall 39114",(601) 847-2626,(601) 847-7016,,,,,,2016-2020 Blue Book,
Smith,Chancery Clerk,Cindy Austin,"P.O. Box 39, Raleigh 39153",(601) 782-9811,(601) 782-4690,,,,,,2016-2020 Blue Book,
Stone,Chancery Clerk,Gerald W. Bond,"P.O. Drawer 7, Wiggins 39577",(601) 928-5266,(601) 928-6464,,,,,,2016-2020 Blue Book,
Sunflower,Chancery Clerk,Gloria Sample McIntosh,"P.O. Box 988, Indianola 38751",(662) 887-4703,(662) 887-2336,,,,,,2016-2020 Blue Book,
Tallahatchie,Chancery Clerk,Anita M. Greenwood," P.O. Box 350, Charleston 38921",(662) 647-5551,(662) 647-3702," P.O. Box 180, Sumner 38957",(662) 375-8731,(662) 375-7252,,,2016-2020 Blue Book,
Tate,Chancery Clerk,Jeanne McLemore," 201 Ward St., Senatobia 38668",(662) 562-5661,(662) 560-6205,,,,,,2016-2020 Blue Book,
Tippah,Chancery Clerk,Mike Long,"101 E. Spring St., Ripley 38663",(662) 837-7374,(662) 837-7148,,,,,,2016-2020 Blue Book,
Tishomingo,Chancery Clerk,Peyton Cummings," 1008 Battleground Dr., Iuka 38852",(662) 423-7010,(662) 423-7005,,,,,,2016-2020 Blue Book,
Tunica,Chancery Clerk,Rechelle R. Siggers," P.O. Box 217, Tunica 38676",(662) 363-2451,(662) 357-5934,,,,,,2016-2020 Blue Book,
Union,Chancery Clerk,Annette M. Hickey," P.O. Box 847, New Albany 38652",(662) 534-1900,(662) 534-1907,,,,,,2016-2020 Blue Book,
Walthall,Chancery Clerk,Bob Bracey,"P.O. Box 351, Tylertown 39667",(601) 876-3553,(601) 876-6026,,,,,,2016-2020 Blue Book,
Warren,Chancery Clerk,Donna F. Hardy,"P.O. Box 351, Vicksburg 39181",(601) 636-4415,(601) 634-4815,,,,,,2016-2020 Blue Book,
Washington,Chancery Clerk,Marilyn Hansell,"P.O. Box 309, Greenville 38702",(662) 332-1595,(662) 334-2725,,,,,,2016-2020 Blue Book,
Wayne,Chancery Clerk,Geary Jackson,"Courthouse, 609 Azalea, Waynesboro 39367",(601) 735-2873,(601) 735-6224,,,,,,2016-2020 Blue Book,
Webster,Chancery Clerk,Russell S. Turner,"P.O. Box 398, Walthall 39771",(662) 258-4131,(662) 258-9635,,,,,,2016-2020 Blue Book,
Wilkinson,Chancery Clerk,Thomas C. Tolliver Jr," P.O. Box 516, Woodville 39669",(601) 888-4381,(601) 888-6776,,,,,,2016-2020 Blue Book,
Winston,Chancery Clerk,Julie Cunningham,"P.O. Drawer 69, Louisville 39339",(662) 773-3631,(662) 773-8814,,,,,,2016-2020 Blue Book,
Yalobusha,Chancery Clerk,Amy Fernandez McMinn," P.O. Box 260, Coffeeville 38922",(662) 675-2716,(662) 675-8004," P.O. Box 664, Water Valley 38965",(662) 473-2091,(662) 473-3622,,,2016-2020 Blue Book,
Yazoo,Chancery Clerk,Quint Carver,"P.O. Box 68, Yazoo City 39194",(662) 746-2661,(662) 746-3893,,,,,,2016-2020 Blue Book,
